accord	VERBcaseNOUN	committee	1
to	ADPfixedVERB	accord	1
the	DETdetNOUN	committee	1
Nobel	PROPNcompoundNOUN	committee	1
committee	NOUNnmodNOUN	prediction	1
.	PUNCTpunctVERB	win	1
Roger	PROPNnsubjVERB	make	2
Penrose	PROPNflatPROPN	Roger	2
make	VERB_PREDICATE_OF	2	2
he	PRONnmod:possNOUN	contribution	2
key	ADJamodNOUN	contribution	2
contribution	NOUNobjVERB	make	2
2	ABOUT	contribution	2
in	ADPcaseNUM	1965	2
1965	NUMoblVERB	make	2
,	PUNCTpunctVERB	make	2
not	ADVadvmodADV	long	2
long	ADVadvmodNOUN	discovery	2
after	ADPcaseNOUN	discovery	2
the	DETdetNOUN	discovery	2
discovery	NOUNoblVERB	make	2
2	ABOUT	discovery	2
of	ADPcaseNOUN	object	2
superluminous	ADJamodNOUN	object	2
object	NOUNnmodNOUN	discovery	2
call	VERBaclNOUN	object	2
quasar	NOUNobjVERB	call	2
2	ABOUT	quasar	2
.	PUNCTpunctVERB	make	2
these	DETdetNOUN	object	3
object	NOUNnsubjADJ	bright	3
3	ABOUT	object	3
be	AUXcopADJ	bright	3
so	ADVadvmodADJ	bright	3
bright	ADJ_PREDICATE_OF	3	3
that	SCONJmarkVERB	hypothesize	3
researcher	NOUNnsubjVERB	hypothesize	3
3	ABOUT	researcher	3
hypothesize	VERBccompADJ	bright	3
that	SCONJmarkNOUN	gleam	3
they	PRONnsubjNOUN	gleam	3
might	AUXauxNOUN	gleam	3
be	AUXcopNOUN	gleam	3
the	DETdetNOUN	gleam	3
gleam	NOUNccompVERB	hypothesize	3
of	ADPcaseNOUN	material	3
material	NOUNnmodNOUN	gleam	3
fall	VERBaclNOUN	material	3
into	ADPcaseNOUN	object	3
ultra-compact	ADJamodNOUN	object	3
,	PUNCTpunctNOUN	object	3
supermassive	ADJamodNOUN	object	3
object	NOUNoblVERB	fall	3
3	ABOUT	object	3
.	PUNCTpunctADJ	bright	3
this	DETdetNOUN	interest	4
renew	VERBamodNOUN	interest	4
interest	NOUN_PREDICATE_OF	4	4
in	ADPcaseNOUN	question	4
the	DETdetNOUN	question	4
decade	NOUNobl:npmodADJ	old	4
4	ABOUT	decade	4
-	PUNCTpunctADJ	old	4
old	ADJamodNOUN	question	4
question	NOUNnmodNOUN	interest	4
of	SCONJmarkNOUN	artifact	4
whether	SCONJmarkNOUN	artifact	4
black	ADJamodNOUN	hole	4
hole	NOUNnsubjNOUN	artifact	4
4	ABOUT	hole	4
be	AUXcopNOUN	artifact	4
just	ADVadvmodNOUN	artifact	4
a	DETdetNOUN	artifact	4
mathematical	ADJamodNOUN	artifact	4
artifact	NOUNaclNOUN	question	4
of	ADPcaseNOUN	theory	4
Einstein	PROPNnmod:possNOUN	theory	4
's	PARTcasePROPN	Einstein	4
theory	NOUNnmodNOUN	artifact	4
,	PUNCTpunctVERB	form	4
or	CCONJccVERB	form	4
if	SCONJmarkVERB	form	4
they	PRONnsubjVERB	form	4
actually	ADVadvmodVERB	form	4
form	VERBconjNOUN	artifact	4
in	ADPcaseNOUN	universe	4
the	DETdetNOUN	universe	4
universe	NOUNoblVERB	form	4
4	ABOUT	universe	4
.	PUNCTpunctNOUN	interest	4
Penrose	PROPNnsubjVERB	show	5
show	VERB_PREDICATE_OF	5	5
that	SCONJmarkAUX	can	5
they	PRONnsubjAUX	can	5
can	AUXccompVERB	show	5
.	PUNCTpunctVERB	show	5
in	ADPcaseNOUN	fact	6
fact	NOUNoblVERB	show	6
6	ABOUT	fact	6
,	PUNCTpunctVERB	show	6
he	PRONnsubjVERB	show	6
show	VERB_PREDICATE_OF	6	6
that	SCONJmarkVERB	do	6
they	PRONnsubjVERB	do	6
inevitably	ADVadvmodVERB	do	6
do	VERBccompVERB	show	6
.	PUNCTpunctVERB	show	6
up	ADVadvmodVERB	tie	7
until	ADPcaseADV	then	7
then	ADVoblVERB	tie	7
,	PUNCTpunctVERB	tie	7
researcher	NOUNnsubjVERB	tie	7
7	ABOUT	researcher	7
have	AUXauxVERB	tie	7
tie	VERB_PREDICATE_OF	7	7
themselves	PRONobjVERB	tie	7
in	ADPcaseNOUN	knot	7
knot	NOUNoblVERB	tie	7
7	ABOUT	knot	7
try	VERBaclNOUN	knot	7
to	PARTmarkVERB	figure	7
figure	VERBxcompVERB	try	7
out	ADPcompound:prtVERB	figure	7
whether	SCONJmarkADJ	possible	7
object	NOUNnsubjADJ	possible	7
7	ABOUT	object	7
like	ADPcaseNOUN	solution	7
the	DETdetNOUN	solution	7
Schwarzschild	PROPNcompoundNOUN	solution	7
solution	NOUNnmodNOUN	object	7
of	ADPcaseNOUN	equation	7
Einstein	PROPNnmod:possNOUN	equation	7
's	PARTcasePROPN	Einstein	7
equation	NOUNnmodNOUN	solution	7
-	PUNCTpunctNOUN	solution	7
the	DETdetNOUN	kind	7
simplest	ADJamodNOUN	kind	7
kind	NOUNapposNOUN	object	7
of	ADPcaseNOUN	hole	7
black	ADJamodNOUN	hole	7
hole	NOUNnmodNOUN	kind	7
,	PUNCTpunctVERB	work	7
work	VERBccompVERB	figure	7
out	ADPcompound:prtVERB	work	7
on	ADPcaseNOUN	paper	7
paper	NOUNoblVERB	work	7
7	ABOUT	paper	7
by	ADPcasePROPN	Karl	7
Karl	PROPNnmodNOUN	paper	7
Schwarzschild	PROPNflatPROPN	Karl	7
in	ADPcaseNUM	1916	7
1916	NUMoblVERB	work	7
-	PUNCTpunctADJ	possible	7
be	AUXcopADJ	possible	7
really	ADVadvmodADJ	possible	7
possible	ADJccompVERB	figure	7
in	ADPcaseNOUN	nature	7
nature	NOUNoblADJ	possible	7
7	ABOUT	nature	7
.	PUNCTpunctVERB	tie	7
such	ADJamodNOUN	solution	8
theoretical	ADJamodNOUN	solution	8
solution	NOUNnsubj:passVERB	study	8
8	ABOUT	solution	8
have	AUXauxVERB	study	8
only	ADVadvmodVERB	study	8
be	AUXaux:passVERB	study	8
study	VERB_PREDICATE_OF	8	8
under	ADPcaseNOUN	assumption	8
the	DETdetNOUN	assumption	8
simplify	VERBamodNOUN	assumption	8
assumption	NOUNoblVERB	study	8
8	ABOUT	assumption	8
that	SCONJmarkNOUN	sphere	8
the	DETdetNOUN	material	8
material	NOUNnsubjNOUN	sphere	8
8	ABOUT	material	8
do	VERBaclNOUN	material	8
the	DETdetNOUN	collapsing	8
gravitational	ADJamodNOUN	collapsing	8
collapsing	NOUNobjVERB	do	8
8	ABOUT	collapsing	8
be	AUXcopNOUN	sphere	8
a	DETdetNOUN	sphere	8
perfect	ADJamodNOUN	sphere	8
sphere	NOUNaclNOUN	assumption	8
.	PUNCTpunctVERB	study	8
the	DETdetNOUN	question	9
question	NOUNnsubjVERB	be	9
9	ABOUT	question	9
be	VERB_PREDICATE_OF	9	9
whether	SCONJmarkNOUN	artifact	9
the	DETdetNOUN	singularity	9
result	VERBamodNOUN	singularity	9
singularity	NOUNnsubjNOUN	artifact	9
9	ABOUT	singularity	9
be	AUXcopNOUN	artifact	9
simply	ADVadvmodNOUN	artifact	9
a	DETdetNOUN	artifact	9
artifact	NOUNccompVERB	be	9
of	ADPcaseNOUN	symmetry	9
that	DETdetNOUN	symmetry	9
perfect	ADJamodNOUN	symmetry	9
spherical	ADJamodNOUN	symmetry	9
symmetry	NOUNnmodNOUN	artifact	9
-	PUNCTpunctNOUN	symmetry	9
something	PRONapposNOUN	artifact	9
possible	ADJamodPRON	something	9
on	ADPcaseNOUN	paper	9
paper	NOUNoblADJ	possible	9
9	ABOUT	paper	9
,	PUNCTpunctADJ	preposterous	9
but	CCONJccADJ	preposterous	9
preposterous	ADJconjPRON	something	9
in	ADPcaseNOUN	nature	9
nature	NOUNoblADJ	preposterous	9
9	ABOUT	nature	9
.	PUNCTpunctVERB	be	9
Penrose	PROPNnsubjVERB	show	10
show	VERB_PREDICATE_OF	10	10
that	SCONJmarkVERB	prevent	10
,	PUNCTpunctVERB	prevent	10
as	SCONJmarkVERB	put	10
he	PRONnsubjVERB	put	10
put	VERBadvclVERB	prevent	10
it	PRONobjVERB	put	10
in	ADPcaseNOUN	paper	10
he	PRONnmod:possNOUN	paper	10
1965	NUMnummodNOUN	paper	10
paper	NOUNoblVERB	put	10
10	ABOUT	paper	10
,	PUNCTpunctVERB	prevent	10
deviation	NOUNnsubjVERB	prevent	10
10	ABOUT	deviation	10
from	ADPcaseNOUN	symmetry	10
spherical	ADJamodNOUN	symmetry	10
symmetry	NOUNnmodNOUN	deviation	10
can	AUXauxVERB	prevent	10
not	PARTadvmodVERB	prevent	10
prevent	VERBccompVERB	show	10
space	NOUNcompoundNOUN	time	10
-	PUNCTpunctNOUN	time	10
time	NOUNcompoundNOUN	singularity	10
singularity	NOUNobjVERB	prevent	10
10	ABOUT	singularity	10
from	SCONJmarkVERB	arise	10
arise	VERBadvclVERB	prevent	10
.	PUNCTpunctVERB	show	10
in	ADPcaseNOUN	word	11
other	ADJamodNOUN	word	11
word	NOUNoblVERB	collapse	11
11	ABOUT	word	11
,	PUNCTpunctVERB	collapse	11
even	ADVadvmodVERB	distort	11
when	ADVmarkVERB	distort	11
a	DETdetNOUN	star	11
star	NOUNnsubj:passVERB	distort	11
11	ABOUT	star	11
be	AUXaux:passVERB	distort	11
distort	VERBadvclVERB	collapse	11
,	PUNCTpunctVERB	collapse	11
it	PRONnsubjVERB	collapse	11
will	AUXauxVERB	collapse	11
still	ADVadvmodVERB	collapse	11
collapse	VERB_PREDICATE_OF	11	11
down	ADPcompound:prtVERB	collapse	11
to	ADPcaseNOUN	point	11
a	DETdetNOUN	point	11
point	NOUNoblVERB	collapse	11
11	ABOUT	point	11
.	PUNCTpunctVERB	collapse	11
he	PRONnsubjVERB	show	12
show	VERB_PREDICATE_OF	12	12
this	PRONobjVERB	show	12
by	SCONJmarkVERB	introduce	12
introduce	VERBadvclVERB	show	12
the	DETdetNOUN	notion	12
notion	NOUNobjVERB	introduce	12
12	ABOUT	notion	12
of	ADPcaseNOUN	surface	12
a	DETdetNOUN	surface	12
trap	VERBamodNOUN	surface	12
surface	NOUNnmodNOUN	notion	12
,	PUNCTpunctNOUN	scheme	12
as	ADVccNOUN	scheme	12
well	ADVfixedADV	as	12
as	ADPfixedADV	as	12
a	DETdetNOUN	scheme	12
now	ADVadvmodADJ	famous	12
-	PUNCTpunctADJ	famous	12
famous	ADJamodNOUN	scheme	12
diagrammatic	ADJamodNOUN	scheme	12
scheme	NOUNconjNOUN	notion	12
for	SCONJmarkVERB	analyze	12
analyze	VERBaclNOUN	scheme	12
how	ADVadvmodVERB	sit	12
the	DETdetNOUN	surface	12
surface	NOUNnsubjVERB	sit	12
12	ABOUT	surface	12
sit	VERBccompVERB	analyze	12
inside	ADPcaseNOUN	time	12
space	NOUNcompoundNOUN	time	12
-	PUNCTpunctNOUN	time	12
time	NOUNoblVERB	sit	12
12	ABOUT	time	12
.	PUNCTpunctVERB	show	12
unlike	ADPcaseNOUN	surface	13
a	DETdetNOUN	surface	13
regular	ADJamodNOUN	surface	13
surface	NOUNoblNOUN	surface	13
13	ABOUT	surface	13
,	PUNCTpunctNOUN	surface	13
which	PRONnsubjVERB	have	13
can	AUXauxVERB	have	13
have	VERBacl:relclNOUN	surface	13
light	NOUNcompoundNOUN	ray	13
ray	NOUNobjVERB	have	13
13	ABOUT	ray	13
shoot	VERBxcompVERB	have	13
away	ADVadvmodVERB	shoot	13
from	ADPcasePRON	it	13
it	PRONoblADV	away	13
in	ADPcaseNOUN	direction	13
any	DETdetNOUN	direction	13
direction	NOUNoblVERB	shoot	13
13	ABOUT	direction	13
,	PUNCTpunctNOUN	surface	13
a	DETdetNOUN	surface	13
trap	VERBamodNOUN	surface	13
surface	NOUNnsubjNOUN	surface	13
13	ABOUT	surface	13
be	AUXcopNOUN	surface	13
a	DETdetNOUN	surface	13
close	VERBamodNOUN	surface	13
two	NUMcompoundADJ	dimensional	13
-	PUNCTpunctADJ	dimensional	13
dimensional	ADJamodNOUN	surface	13
surface	NOUN_PREDICATE_OF	13	13
that	PRONnsubjNOUN	sphere	13
-	PUNCTpunctNOUN	surface	13
even	ADVadvmodADJ	distort	13
when	ADVmarkADJ	distort	13
distort	ADJadvclNOUN	sphere	13
so	ADVadvmodNOUN	sphere	13
it	PRONnsubjNOUN	sphere	13
be	AUXcopNOUN	sphere	13
no	ADVadvmodADV	longer	13
longer	ADVadvmodNOUN	sphere	13
a	DETdetNOUN	sphere	13
sphere	NOUNparataxisNOUN	surface	13
-	PUNCTpunctNOUN	sphere	13
only	ADVadvmodVERB	allow	13
allow	VERBparataxisNOUN	surface	13
light	NOUNcompoundNOUN	ray	13
ray	NOUNobjVERB	allow	13
13	ABOUT	ray	13
to	PARTmarkVERB	go	13
go	VERBxcompVERB	allow	13
one	NUMnummodNOUN	way	13
way	NOUNobjVERB	go	13
13	ABOUT	way	13
:	PUNCTpunctVERB	go	13
toward	ADPcaseNOUN	point	13
the	DETdetNOUN	point	13
center	NOUNcompoundNOUN	point	13
point	NOUNoblVERB	go	13
13	ABOUT	point	13
.	PUNCTpunctNOUN	surface	13
Penrose	PROPNnsubjVERB	find	14
find	VERB_PREDICATE_OF	14	14
that	SCONJmarkNOUN	dimension	14
the	DETdetNOUN	dimension	14
dimension	NOUNccompVERB	find	14
of	ADPcaseNOUN	role	14
space	NOUNnmodNOUN	dimension	14
and	CCONJccNOUN	time	14
time	NOUNconjNOUN	space	14
switch	NOUNcompoundNOUN	role	14
role	NOUNnmodNOUN	dimension	14
inside	ADPcaseNOUN	surface	14
a	DETdetNOUN	surface	14
trap	VERBamodNOUN	surface	14
surface	NOUNnmodNOUN	role	14
.	PUNCTpunctVERB	find	14
time	NOUNnsubjNOUN	direction	15
15	ABOUT	time	15
be	AUXcopNOUN	direction	15
the	DETdetNOUN	direction	15
direction	NOUN_PREDICATE_OF	15	15
point	VERBaclNOUN	direction	15
toward	ADPcaseNOUN	center	15
the	DETdetNOUN	center	15
center	NOUNoblVERB	point	15
15	ABOUT	center	15
,	PUNCTpunctNOUN	direction	15
so	SCONJmarkADJ	impossible	15
that	SCONJfixedSCONJ	so	15
escape	VERBadvclADJ	impossible	15
a	DETdetNOUN	hole	15
black	ADJamodNOUN	hole	15
hole	NOUNobjVERB	escape	15
15	ABOUT	hole	15
be	AUXcopADJ	impossible	15
as	ADVadvmodADJ	impossible	15
impossible	ADJadvclNOUN	direction	15
as	SCONJmarkVERB	go	15
go	VERBadvclADJ	impossible	15
back	ADVadvmodVERB	go	15
in	ADPcaseNOUN	time	15
time	NOUNoblVERB	go	15
15	ABOUT	time	15
.	PUNCTpunctNOUN	direction	15
Penrose	PROPNnsubjVERB	show	16
,	PUNCTpunctVERB	show	16
together	ADVadvmodVERB	show	16
with	ADPcasePROPN	Stephen	16
Stephen	PROPNoblADV	together	16
Hawking	PROPNflatPROPN	Stephen	16
,	PUNCTpunctVERB	show	16
soon	ADVadvmodVERB	show	16
show	VERB_PREDICATE_OF	16	16
that	SCONJmarkVERB	apply	16
a	DETdetNOUN	analysis	16
similar	ADJamodNOUN	analysis	16
analysis	NOUNnsubjVERB	apply	16
16	ABOUT	analysis	16
apply	VERBccompVERB	show	16
to	ADPcaseNOUN	universe	16
the	DETdetNOUN	universe	16
entire	ADJamodNOUN	universe	16
universe	NOUNoblVERB	apply	16
16	ABOUT	universe	16
:	PUNCTpunctVERB	show	16
a	DETdetNOUN	singularity	17
singularity	NOUNnsubjVERB	exist	17
17	ABOUT	singularity	17
would	AUXauxVERB	exist	17
have	AUXauxVERB	exist	17
inevitably	ADVadvmodVERB	exist	17
exist	VERB_PREDICATE_OF	17	17
when	ADVmarkVERB	pack	17
matter	NOUNnsubj:passVERB	pack	17
17	ABOUT	matter	17
and	CCONJccNOUN	energy	17
energy	NOUNconjNOUN	matter	17
be	AUXaux:passVERB	pack	17
densely	ADVadvmodVERB	pack	17
pack	VERBadvclVERB	exist	17
together	ADVadvmodVERB	pack	17
in	ADPcasePROPN	Bang	17
the	DETdetPROPN	Bang	17
Big	PROPNcompoundPROPN	Bang	17
Bang	PROPNoblVERB	pack	17
.	PUNCTpunctVERB	exist	17
